hscode,production_stage,attribution_reason,reviewer,review_date,confidence,dominant_use_rationale,mixed_use_flag,evidence_note
3105,intermediate input,"Processed chemical compound, reagent, or industrial formulation (MNRL/CHMCL FRTLSRS WTH TWO/THREE OF THE FRTLSNG ELMNTS N,P AND K; OTHR FRTLSRS SMLR GOODS IN TBLTS/LIKE FRM IN PKT OF) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (MNRL/CHMCL FRTLSRS WTH TWO/THREE OF THE FRTLSNG ELMNTS N,P AND K; OTHR FRTLSRS SMLR GOODS IN TBLTS/LIKE FRM IN PKT OF) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3204,intermediate input,"Processed chemical compound, reagent, or industrial formulation (SYNTC ORGNC COLRNG MATR W/N CHMCLY DFND) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (SYNTC ORGNC COLRNG MATR W/N CHMCLY DFND) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3206,intermediate input,"Processed chemical compound, reagent, or industrial formulation (OTHR COLOURNG MATTER INORGANIC PRDCT OF KIND USED AS LUMINPHORS W/N DFND CHMCLLY) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (OTHR COLOURNG MATTER INORGANIC PRDCT OF KIND USED AS LUMINPHORS W/N DFND CHMCLLY) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3301,intermediate input,"Dual-use item (ESNL OLS (CNCRTS/ABSLTS);RSNDS,EXTRTD OLORGN,CNCNTRTS IN FATS ETC;TRPNC BY) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (ESNL OLS (CNCRTS/ABSLTS);RSNDS,EXTRTD OLORGN,CNCNTRTS IN FATS ETC;TRPNC BY) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
3808,finished product,"Fully assembled manufactured product (INSCTCDS,RDNTCDS,FNGCDS,HRBCDS,ANTSPROUTNGPRDCTS AND PLNTGRWTH RGLTRS) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (INSCTCDS,RDNTCDS,FNGCDS,HRBCDS,ANTSPROUTNGPRDCTS AND PLNTGRWTH RGLTRS) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
3815,intermediate input,"Processed chemical compound, reagent, or industrial formulation (REACTION INITIATORS, REACTION ACCELERATORS AND CATAL PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (REACTION INITIATORS, REACTION ACCELERATORS AND CATAL PREPARATIONS, NOT ELSEWHERE SPECIFIED OR INCLUDED) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3822,intermediate input,"Processed chemical compound, reagent, or industrial formulation (DIAG./LAB REAGNT ON A BCKNG,PRPRD DIAG./LAB REAGNTS WH/NOT ON BACKNG ,WHTR OR NT IN THE FORM OF KIT EXCL HDNG 3006,) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (DIAG./LAB REAGNT ON A BCKNG,PRPRD DIAG./LAB REAGNTS WH/NOT ON BACKNG ,WHTR OR NT IN THE FORM OF KIT EXCL HDNG 3006,) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3823,intermediate input,"Processed chemical compound, reagent, or industrial formulation (INDSTRL MONOCARBOXYLC FATY ACIDS ACID OILSFROM REFINING INDUSTRIAL FATTY ALCOHOL) incorporated into downstream chemical, pharma, or polymer synthesis.",Methodology Team,2026-07-22,4,"Processed chemical compound, reagent, or industrial formulation (INDSTRL MONOCARBOXYLC FATY ACIDS ACID OILSFROM REFINING INDUSTRIAL FATTY ALCOHOL) incorporated into downstream chemical, pharma, or polymer synthesis.",false,Specialty chemical intermediate and building block consumed by domestic formulation plants and industrial syntheses.
3824,intermediate input,"Dual-use item (PRPD BNDRS FR FOUNDRY MOULDS/CORES,CHMCL PRDCTS AND PRPNS,RESDUAL PRDCTS OF CHMCL OR ALLIED INDUSTRIES N.E.S.) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (PRPD BNDRS FR FOUNDRY MOULDS/CORES,CHMCL PRDCTS AND PRPNS,RESDUAL PRDCTS OF CHMCL OR ALLIED INDUSTRIES N.E.S.) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
3901,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF ETHYLENE IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF ETHYLENE IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3902,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF PROPYLENE OR OF OTHER OLEFINS, IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3904,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (POLYMERS OF VINYL CHLORIDE OR OF OTHER HALOGENATED OLEFINS, IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3906,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (ACRYLIC POLYMERS IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (ACRYLIC POLYMERS IN PRIMARY FORMS) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3907,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS,) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (POLYACETALS, OTHER POLYETHERS AND EPOXIDE RESINS,) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3909,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (AMINO) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (AMINO) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3919,intermediate input,Dual-use item (SELF) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (SELF) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
3920,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (OTHER PLATES, SHEETS, FILM, FOIL AND STRIP, OF PLASTICS, NON) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3923,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (ARTCLS FOR THE CNVYNCE/PCKNG OF GOODS STOPRS LIDS CAPS AND OTHR CLSRS OF PLSTCS) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (ARTCLS FOR THE CNVYNCE/PCKNG OF GOODS STOPRS LIDS CAPS AND OTHR CLSRS OF PLSTCS) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
3926,intermediate input,Dual-use item (OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER ARTICLES OF PLASTICS AND ARTICLES OF OTHER MATERIALS OF HEADINGS 3901 TO 3914) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
4001,agricultural commodity,"Primary harvested agricultural crop, farm produce, or unrefined natural commodity (NATRL RUBR BALATA GUTTAPERCHA ETC AND SMLR NATRL GUMS IN PRMRY FRMS/IN PLTS SHTS/STRP) traded in bulk agricultural markets.",Methodology Team,2026-07-22,4,"Primary harvested agricultural crop, farm produce, or unrefined natural commodity (NATRL RUBR BALATA GUTTAPERCHA ETC AND SMLR NATRL GUMS IN PRMRY FRMS/IN PLTS SHTS/STRP) traded in bulk agricultural markets.",false,Primary farm commodity and raw agricultural harvest supplying food processing plants and commodity trade networks.
4002,intermediate input,"Polymer resin, synthetic rubber, or primary plastic form (SYNTHETIC RUBBER AND FACTICE DERIVED FORM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRO) utilized as intermediate molding and extrusion material.",Methodology Team,2026-07-22,4,"Polymer resin, synthetic rubber, or primary plastic form (SYNTHETIC RUBBER AND FACTICE DERIVED FORM OILS, IN PRIMARY FORMS OR IN PLATES, SHEETS OR STRIP; MIXTURES OF ANY PRO) utilized as intermediate molding and extrusion material.",false,"Processed petrochemical intermediate feedstock feeding domestic plastic fabrication, packaging, and rubber product lines."
4011,finished product,"Fully assembled manufactured product (NEW PNEUMATIC TYRES, OF RUBBER) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (NEW PNEUMATIC TYRES, OF RUBBER) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
4016,intermediate input,Dual-use item (OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
4202,finished product,"Fully assembled manufactured product (TRUNKS, SUIT) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (TRUNKS, SUIT) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
4203,finished product,"Fully assembled manufactured product (ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF LEATHER OR OF COMPOSITION LEATHER) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
4403,raw material,"Primary unprocessed material or scrap feedstock (WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED) entering basic material extraction and refining cycles.",Methodology Team,2026-07-22,4,"Primary unprocessed material or scrap feedstock (WOOD IN THE ROUGH, WHETHER OR NOT STRIPPED OF BARK OR SAPWOOD, OR ROUGHLY SQUARED) entering basic material extraction and refining cycles.",false,Unprocessed material or recovered industrial scrap serving as foundational feedstock for heavy manufacturing.
4702,raw material,"Wood pulp and fibrous cellulosic material (CHEMICAL WOOD PULP, DISSOLVING GRADES) serving as primary industrial feedstock for paper and packaging mills.",Methodology Team,2026-07-22,4,"Wood pulp and fibrous cellulosic material (CHEMICAL WOOD PULP, DISSOLVING GRADES) serving as primary industrial feedstock for paper and packaging mills.",false,Primary cellulosic raw material consumed directly in domestic paper manufacturing and paperboard production.
4703,raw material,"Wood pulp and fibrous cellulosic material (CHEMICAL WOOD PULP, SODA OR SULPHATE, OTHER THAN DISSOLVING GRADES) serving as primary industrial feedstock for paper and packaging mills.",Methodology Team,2026-07-22,4,"Wood pulp and fibrous cellulosic material (CHEMICAL WOOD PULP, SODA OR SULPHATE, OTHER THAN DISSOLVING GRADES) serving as primary industrial feedstock for paper and packaging mills.",false,Primary cellulosic raw material consumed directly in domestic paper manufacturing and paperboard production.
4707,intermediate input,"Processed wood, lumber, or paperboard intermediate (RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD) consumed in packaging, construction, and printing industries.",Methodology Team,2026-07-22,4,"Processed wood, lumber, or paperboard intermediate (RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD) consumed in packaging, construction, and printing industries.",false,"Industrial timber and paper intermediate input supplying domestic packaging, construction, and publishing sectors."
5201,agricultural commodity,Raw uncarded and uncombed cotton fiber harvested from farm production prior to spinning.,Methodology Team,2026-07-22,4,Raw uncarded and uncombed cotton fiber harvested from farm production prior to spinning.,false,Primary agricultural cotton commodity traded in bulk from farm harvests prior to yarn spinning.
5205,intermediate input,"Spun yarn, woven fabric, or textile intermediate (COTN YRN(OTHR THN SWNG THRD)CNTNG 85% OR MORE BY WT OF COTON NT PUT UP FR RETL SALE) utilized as raw material for garment manufacturing and technical textiles.",Methodology Team,2026-07-22,4,"Spun yarn, woven fabric, or textile intermediate (COTN YRN(OTHR THN SWNG THRD)CNTNG 85% OR MORE BY WT OF COTON NT PUT UP FR RETL SALE) utilized as raw material for garment manufacturing and technical textiles.",false,Processed textile intermediate feeding domestic apparel manufacturing and export garment fabrication hubs.
5208,intermediate input,"Spun yarn, woven fabric, or textile intermediate (WOVN FBRCS OF COTON CONTNG>=85% BY WT OF COTON WEGHNG NT MORE THN 200 G/M2) utilized as raw material for garment manufacturing and technical textiles.",Methodology Team,2026-07-22,4,"Spun yarn, woven fabric, or textile intermediate (WOVN FBRCS OF COTON CONTNG>=85% BY WT OF COTON WEGHNG NT MORE THN 200 G/M2) utilized as raw material for garment manufacturing and technical textiles.",false,Processed textile intermediate feeding domestic apparel manufacturing and export garment fabrication hubs.
5402,intermediate input,"Spun yarn, woven fabric, or textile intermediate (HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, WHETHER OR NOT TEXTURED) utilized as raw material for garment manufacturing and technical textiles.",Methodology Team,2026-07-22,4,"Spun yarn, woven fabric, or textile intermediate (HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, WHETHER OR NOT TEXTURED) utilized as raw material for garment manufacturing and technical textiles.",false,Processed textile intermediate feeding domestic apparel manufacturing and export garment fabrication hubs.
5407,intermediate input,"Spun yarn, woven fabric, or textile intermediate (WOVN FBRCS OF SYNTHTC FILAMENT YARN INCL WOVN FBRCS OBTND FROM MTRLS OF HDG NO.5404) utilized as raw material for garment manufacturing and technical textiles.",Methodology Team,2026-07-22,4,"Spun yarn, woven fabric, or textile intermediate (WOVN FBRCS OF SYNTHTC FILAMENT YARN INCL WOVN FBRCS OBTND FROM MTRLS OF HDG NO.5404) utilized as raw material for garment manufacturing and technical textiles.",false,Processed textile intermediate feeding domestic apparel manufacturing and export garment fabrication hubs.
5703,finished product,Tufted carpets and textile floor coverings ready for commercial and residential interior furnishings.,Methodology Team,2026-07-22,4,Tufted carpets and textile floor coverings ready for commercial and residential interior furnishings.,false,Finished carpets and floor coverings produced by Indian textile mills ready for final consumer and commercial installation.
6109,finished product,"Finished apparel, footwear, or made-up textile article (T) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (T) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6111,finished product,"Finished apparel, footwear, or made-up textile article (BABIES GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (BABIES GARMENTS AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6203,finished product,"Finished apparel, footwear, or made-up textile article (MENS OR BOYS SUITS,ENSEMBLES,JACKETS BLAZERS,TROUSERS,BIB AND BRACE OVERALLS BREECHES AND SHORTS(OTHER THAN SWIMWEAR)) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (MENS OR BOYS SUITS,ENSEMBLES,JACKETS BLAZERS,TROUSERS,BIB AND BRACE OVERALLS BREECHES AND SHORTS(OTHER THAN SWIMWEAR)) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6204,finished product,"Finished apparel, footwear, or made-up textile article (WOMENS OR GIRLS SUITS, ENSEMBLES, JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, BIB AND BRACE OVE) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (WOMENS OR GIRLS SUITS, ENSEMBLES, JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, BIB AND BRACE OVE) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6205,finished product,"Finished apparel, footwear, or made-up textile article (MENS OR BOYS SHIRTS) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (MENS OR BOYS SHIRTS) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6206,finished product,"Finished apparel, footwear, or made-up textile article (WOMENS OR GIRLS BLOUSES, SHIRTS AND SHIRT) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (WOMENS OR GIRLS BLOUSES, SHIRTS AND SHIRT) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6211,finished product,"Finished apparel, footwear, or made-up textile article (TRCK SUITS,SKI SUITS AND SWMWEAR,OTHR GRMNTS) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (TRCK SUITS,SKI SUITS AND SWMWEAR,OTHR GRMNTS) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6302,finished product,"Finished apparel, footwear, or made-up textile article (BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (BED LINEN, TABLE LINEN, TOILET LINEN AND KITCHEN LINEN) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6304,finished product,"Finished apparel, footwear, or made-up textile article (OTHER FURNISHING ARTICLES, EXCLUDING THOSE OF HEADING 9404) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (OTHER FURNISHING ARTICLES, EXCLUDING THOSE OF HEADING 9404) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6305,finished product,"Finished apparel, footwear, or made-up textile article (SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (SACKS AND BAGS, OF A KIND USED FOR THE PACKING OF GOODS) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6403,finished product,"Finished apparel, footwear, or made-up textile article (FTWEAR WTH OUTR SOLES OF RUBR,PLSTCS, LTHR/CMPSTN LTHR AND UPPRS OF LTHR) ready for final retail consumer wear and use.",Methodology Team,2026-07-22,4,"Finished apparel, footwear, or made-up textile article (FTWEAR WTH OUTR SOLES OF RUBR,PLSTCS, LTHR/CMPSTN LTHR AND UPPRS OF LTHR) ready for final retail consumer wear and use.",false,Finished consumer textile and garment product supplied directly to domestic and international retail fashion markets.
6802,finished product,"Fully assembled manufactured product (WRKD MONMNT/BLDG STONE (EXCPT SLATE)ETC EXCPT HDG 6801 MOSAIC CUBES ARTFCLY COLRD GRNLS ETC OF NATRL STONE (INCL SLATE) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (WRKD MONMNT/BLDG STONE (EXCPT SLATE)ETC EXCPT HDG 6801 MOSAIC CUBES ARTFCLY COLRD GRNLS ETC OF NATRL STONE (INCL SLATE) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
6907,finished product,"Fully assembled manufactured product (CERAMIC FLGS AND PAVING,HEARTH OR WALL TLS CERAMIC MOSAIC CUBES AND LIKE, WHETHER OR NOT ON A BACKING; FINISHING CERAMICS) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (CERAMIC FLGS AND PAVING,HEARTH OR WALL TLS CERAMIC MOSAIC CUBES AND LIKE, WHETHER OR NOT ON A BACKING; FINISHING CERAMICS) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
7007,finished product,"Fully assembled manufactured product (SAFTY GLSS CONSTNG OF TOUGHND/LMNTD GLSS) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (SAFTY GLSS CONSTNG OF TOUGHND/LMNTD GLSS) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
7102,intermediate input,"Dual-use item (DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (DIAMONDS, WHETHER OR NOT WORKED, BUT NOT MOUNTED OR SET) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7103,intermediate input,Dual-use item (PRCS(EXCL DIMONDS)AND SEMI PRCS SOTNS W/N WRKD/GRD NT STRNG MNTD/SET UNGRD PRCS/SEMIPRCS STONES TMPRLY STRNG FR TRNSPR) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (PRCS(EXCL DIMONDS)AND SEMI PRCS SOTNS W/N WRKD/GRD NT STRNG MNTD/SET UNGRD PRCS/SEMIPRCS STONES TMPRLY STRNG FR TRNSPR) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7104,raw material,"Dual-use item (SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED O) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (SYNTHETIC OR RECONSTRUCTED PRECIOUS OR SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED O) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7106,consumption asset,"Precious metal, bullion, or high-value physical material (SILVR(INCLD SLVR PLTD WTH GOLD/PLTNM) UNWRGHT/IN SEMI MNFCTRD FORM/IN PWDR FORM) substantially held for savings, jewelry reserves, and wealth preservation.",Methodology Team,2026-07-22,4,"Precious metal, bullion, or high-value physical material (SILVR(INCLD SLVR PLTD WTH GOLD/PLTNM) UNWRGHT/IN SEMI MNFCTRD FORM/IN PWDR FORM) substantially held for savings, jewelry reserves, and wealth preservation.",false,Physical precious metal asset serving as a primary store of value and essential bullion inventory for jewelry markets.
7108,consumption asset,Dual-use item (GOLD(INCL GOLD PLTD WTH PLTNM)UNWROUGHT OR IN SEMI MNFCTRD FORMS/IN PWDR FORM) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (GOLD(INCL GOLD PLTD WTH PLTNM)UNWROUGHT OR IN SEMI MNFCTRD FORMS/IN PWDR FORM) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7113,finished product,"Fully assembled manufactured product (ARTCLS OF JEWELLERY AND PRTS THEREOF; OF PRCS MTL/OF MTL CLD WTH PRECIOUS METAL) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (ARTCLS OF JEWELLERY AND PRTS THEREOF; OF PRCS MTL/OF MTL CLD WTH PRECIOUS METAL) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
7114,consumption asset,"Articles of goldsmiths' or silversmiths' wares of precious metal held for savings, jewelry trade, or consumption demand.",Methodology Team,2026-07-22,4,"Articles of goldsmiths' or silversmiths' wares of precious metal held for savings, jewelry trade, or consumption demand.",false,Precious metal wares held as consumption assets or wealth preservation across domestic and export jewelry markets.
7202,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (FERRO) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (FERRO) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7204,raw material,Primary unprocessed material or scrap feedstock (FERROUS WASTE AND SCRAP; REMELTING SCRAP INGOTS) entering basic material extraction and refining cycles.,Methodology Team,2026-07-22,4,Primary unprocessed material or scrap feedstock (FERROUS WASTE AND SCRAP; REMELTING SCRAP INGOTS) entering basic material extraction and refining cycles.,false,Unprocessed material or recovered industrial scrap serving as foundational feedstock for heavy manufacturing.
